,pid,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,subjectivity_high,subjectivity_low,subjectivity_medium,polarity_Negative,polarity_Neutral,polarity_Positive
434,434.0,39.365591397849464,66.76286579212915,63.9867,44.0,84.50039830481471,56.0,59.932215224448655,22.768631526104414,0.9761833933933922,64.89622207428745,47.8102,51.943011030679074,79.19999999999999,20.0,80.0,0.0,12.0,72.0,16.0
435,435.0,15.053763440860214,25.156407669021185,26.144900000000003,19.818181818181817,35.5368989580346,34.0,20.357141828693933,11.336462851405624,5.7908948748748745,26.795587127029414,24.6228,22.73482850741124,34.99999999999999,5.0,38.0,1.0,5.0,36.0,3.0
436,436.0,50.3978494623656,68.48940464177596,139.58300000000003,68.27272727272728,133.39441735971704,72.0,83.0747932754973,1.1580426907630463,5.835802422422422,98.20976895461627,66.79390000000001,91.43294553602207,120.39999999999998,27.0,124.0,0.0,12.0,119.0,20.0
437,437.0,72.17204301075269,117.09788092835521,127.672,91.27272727272728,169.41900073288085,138.0,96.78481154372078,52.7959578313253,3.3712372172172156,124.39967221692099,86.43700000000001,103.81287056187522,157.79999999999998,45.0,153.0,1.0,22.0,149.0,28.0
438,438.0,21.60215053763441,47.428859737638746,57.4369,43.54545454545455,75.62844533664723,40.0,43.441324758345814,20.61460642570281,18.664631331331332,55.60606828406189,26.032600000000002,48.43619872457773,71.99999999999999,28.0,63.0,0.0,11.0,60.0,20.0
439,439.0,86.66666666666669,129.4752774974773,114.78200000000001,77.27272727272728,149.20767613038907,101.0,111.03003805520179,18.80260843373493,0.7887548448448436,110.0594816981918,90.6028,89.6485349879352,139.39999999999998,37.0,135.0,2.0,13.0,131.0,30.0
440,440.0,8.505376344086022,11.987891019172551,14.749600000000001,11.636363636363637,20.144489054583694,18.0,11.904136739840691,7.20429718875502,1.4565838438438437,14.161878740550538,9.3906,11.415141330575663,18.400000000000002,3.0,20.0,1.0,2.0,20.0,2.0
441,441.0,56.38709677419355,107.058526740666,80.58773,94.72727272727273,159.40921836663162,155.0,91.69114583676622,122.43025100401607,21.88766081081081,122.82884340354023,63.8382,102.53151068597035,156.4,49.0,154.0,0.0,12.0,152.0,39.0
442,442.0,75.61290322580646,134.36024217961653,135.418,89.9090909090909,168.12062263008636,122.0,119.06300115562829,24.778367469879512,0.6444242242242235,128.3584442310172,99.66129999999998,103.64752240606686,156.79999999999998,35.0,159.0,1.0,15.0,155.0,25.0
443,443.0,13.311827956989248,26.20686175580222,27.697899999999997,19.09090909090909,34.440222413408534,24.0,20.093610212358723,6.7187022088353405,9.029294054054054,26.611478454349154,21.811,21.140498965873835,32.8,16.0,25.0,0.0,10.0,21.0,10.0
444,444.0,1.1290322580645162,7.875882946518669,7.164999999999999,5.363636363636363,9.998343051970812,6.0,7.958466881273875,2.76832329317269,0.00790460460460441,7.550417609734484,5.697,6.052585315408479,9.600000000000001,2.0,10.0,0.0,1.0,10.0,1.0
445,445.0,12.580645161290322,12.513622603430877,16.389,13.272727272727273,20.178711404263453,23.0,10.555910147369978,4.348925100401606,0.0620052252252251,14.290663464731464,11.258000000000001,12.494376938986557,18.6,6.0,18.0,0.0,1.0,17.0,6.0
446,446.0,17.41935483870968,26.77295660948537,27.565,19.363636363636363,33.78513845075359,32.0,19.532088597469688,9.546385542168673,1.4203171571571565,26.206752459718796,30.386999999999997,20.064831092726642,33.599999999999994,13.0,29.0,0.0,8.0,25.0,9.0
447,447.0,35.33333333333333,64.82855701311806,42.02772,76.9090909090909,113.57069113851449,110.0,76.5759781773609,133.8942981927711,124.48743301301303,97.05774016453059,44.733200000000004,80.56623578076525,123.99999999999997,39.0,127.0,0.0,18.0,117.0,31.0
448,448.0,11.505376344086024,19.250252270433904,15.733,14.090909090909092,21.752079151132776,13.0,17.193957743725157,4.940193775100401,0.3606347647647645,16.004900058640214,9.8492,15.199504481213374,20.800000000000004,6.0,19.0,1.0,3.0,19.0,4.0
449,449.0,6.591397849462365,11.303733602421795,10.600999999999999,7.272727272727272,13.733215435108178,6.0,11.117068702334539,3.21429718875502,0.43811372372372365,10.403588933328358,6.702,9.05960013788349,12.8,1.0,14.0,1.0,1.0,14.0,1.0
450,450.0,31.666666666666668,49.90817356205853,57.138,34.72727272727273,64.87384889908549,47.0,38.57248934313711,7.2637915662650565,0.04582777777777741,46.65457420061794,45.074,39.795299034815585,58.999999999999986,11.0,63.0,0.0,7.0,61.0,6.0
451,451.0,5.247311827956989,10.048435923309787,7.015999999999999,11.727272727272727,17.03930471911544,21.0,9.628679570881898,13.630763052208836,0.6358380380380376,13.54386510869834,6.392099999999999,11.050973802137195,16.200000000000003,5.0,16.0,1.0,5.0,14.0,3.0
452,452.0,29.107526881720435,54.54288597376387,51.333000000000006,38.36363636363637,66.28907370232291,48.0,46.40747574328783,12.581647590361442,2.1494314814814808,50.60147461826199,38.613299999999995,39.683798690106855,61.59999999999998,18.0,59.0,0.0,3.0,59.0,15.0
453,453.0,63.31182795698925,84.25126135216952,88.18010000000001,68.18181818181819,132.35423637000923,116.0,73.32133631909213,55.77359939759037,5.58165116116116,95.10689830037539,64.2056,82.54347207859358,123.19999999999997,36.0,123.0,0.0,17.0,123.0,19.0
454,454.0,76.91397849462368,114.8335015136226,99.50290000000001,82.54545454545455,135.00199152407356,89.0,104.17216786746408,34.52294477911646,0.30652641641641565,102.45982582721061,72.5326,85.08906842468114,126.39999999999998,31.0,128.0,0.0,9.0,124.0,26.0
455,455.0,15.053763440860216,30.203834510595357,32.089,21.454545454545457,39.11174839881464,26.0,23.993085745074563,5.39517469879518,2.863468688688688,27.314536754380104,21.039,23.454317476732164,35.999999999999986,14.0,31.0,0.0,8.0,25.0,12.0
456,456.0,107.21505376344088,137.03329969727548,178.01,116.36363636363637,207.875569575885,211.0,107.04690864941165,32.1569939759036,0.40712505505505403,148.40674973968646,135.68099999999998,128.58378576352982,190.20000000000005,48.0,192.0,0.0,22.0,186.0,32.0
457,457.0,17.978494623655912,41.44298688193744,41.146,32.90909090909091,53.59151451422745,28.0,33.83175664500384,13.878934738955822,0.9228919119119111,38.88082813124705,27.8057,32.63321699413994,49.79999999999998,11.0,51.0,1.0,4.0,47.0,12.0
458,458.0,34.66666666666667,56.77598385469223,53.352999999999994,38.0,74.63453143421597,55.0,50.2258179243233,26.50797690763052,2.001717487487486,57.276835852270715,41.88100000000001,41.36851085832471,70.19999999999999,19.0,70.0,0.0,14.0,67.0,8.0
459,459.0,23.63440860215054,57.78304742684156,55.522,49.45454545454546,82.59162603957556,31.0,49.00242462187183,28.44813152610442,10.386311831831831,62.26215572354038,30.5668,52.48244570837642,79.99999999999999,17.0,84.0,0.0,9.0,80.0,12.0
460,460.0,39.41935483870967,48.60544904137235,46.4365,52.63636363636364,78.3184685976484,71.0,44.540047043371345,42.691374497991966,3.0586695095095084,56.04327136814899,33.492799999999995,48.10619613926231,71.79999999999998,19.0,76.0,0.0,8.0,73.0,14.0
461,461.0,8.387096774193548,12.753784056508575,13.403,7.363636363636364,15.180368352292644,12.0,10.386023492301849,3.783112449799196,0.0025215915915914513,11.11493237216305,12.009999999999998,9.56393915891072,14.400000000000002,3.0,15.0,0.0,2.0,14.0,2.0
462,462.0,20.451612903225808,38.385469223007064,28.723,23.272727272727273,41.83212248669662,18.0,33.612957992503006,9.002441767068271,0.475584444444444,31.268501973679314,24.406399999999998,26.40199500172354,39.99999999999999,11.0,39.0,0.0,6.0,36.0,8.0
463,463.0,7.064516129032258,17.698284561049444,9.0567,14.818181818181817,24.31403944810885,22.0,15.227704361309431,24.78413654618474,1.047512272272272,20.136776039186707,17.463,16.248440193036885,24.0,10.0,21.0,1.0,3.0,20.0,9.0
464,464.0,5.677419354838711,9.170534813319879,8.31,4.2727272727272725,11.176560558264029,9.0,6.906301964870778,2.9625502008032125,0.004640600600600497,8.047025300482716,5.5952,6.555519648397104,10.400000000000002,3.0,10.0,0.0,1.0,8.0,4.0
465,465.0,47.322580645161295,58.30676084762865,123.99699999999999,62.272727272727266,119.84303603861963,121.0,73.32233064313462,6.53404056224899,6.373677357357357,95.79896497322693,80.371,86.16683902102724,111.39999999999998,29.0,110.0,1.0,16.0,103.0,21.0
466,466.0,6.602150537634408,11.95489404641776,11.999300000000002,12.09090909090909,19.666284294044544,11.0,12.055916661546856,9.908443775100402,9.431832832832832,15.75295339529159,7.5995,12.43246294381248,19.000000000000004,7.0,19.0,0.0,1.0,19.0,6.0
467,467.0,6.68817204301075,72.70837537840566,90.298,58.18181818181819,112.80250454067487,64.0,63.78576963052407,44.016516064257026,0.9417540840840833,87.26346942672446,70.446,69.9435367114788,101.19999999999999,15.0,114.0,1.0,4.0,109.0,17.0
468,468.0,33.612903225806456,89.18768920282542,84.862,74.36363636363637,116.92408310231653,51.0,75.60336042805878,28.595944779116465,20.24674066066066,86.28312618049969,54.1556,71.9376852809376,110.19999999999997,27.0,112.0,1.0,9.0,112.0,19.0
469,469.0,18.56989247311828,35.495459132189715,43.52600000000001,28.18181818181818,52.53976675270051,43.0,29.001592962320043,12.406760742971887,9.083747227227226,40.101014576091636,35.647999999999996,32.03773698724578,48.399999999999984,10.0,52.0,0.0,6.0,48.0,8.0
470,470.0,17.75268817204301,79.82038345105953,58.063599999999994,76.72727272727272,130.21930663097856,147.0,77.4413969951844,119.46412951807227,19.33362401401401,106.94578648630727,65.1375,83.96209065839366,127.99999999999999,42.0,128.0,3.0,18.0,121.0,34.0
471,471.0,70.09677419354838,98.01210898082745,85.60600000000002,62.63636363636365,120.14963515278971,99.0,81.35270956246328,32.133113453815255,2.2406909009008995,87.77522517917413,62.50200000000001,74.04714322647362,112.99999999999997,34.0,108.0,0.0,16.0,106.0,20.0
472,472.0,29.580645161290324,94.98990918264379,91.768,71.0,116.06411114297549,88.0,69.42877076960966,19.393426706827306,3.250217727727726,88.62394008178993,89.1798,68.94925025853155,109.6,14.0,124.0,0.0,6.0,121.0,11.0
473,473.0,26.688172043010756,34.99091826437941,28.3511,23.090909090909086,42.714574769779816,25.0,29.979118739461157,11.616004016064256,2.2190597697697703,32.15102023073435,21.3293,27.589947431920027,40.99999999999999,8.0,43.0,0.0,3.0,42.0,6.0
474,474.0,4.731182795698925,10.766902119071643,4.9329,13.181818181818183,16.467816970971544,24.0,10.385338311723409,19.769076305220885,0.6407226226226224,14.954920873592439,10.204,11.296703722854188,17.6,5.0,19.0,0.0,4.0,18.0,2.0
475,475.0,72.65591397849462,83.80847628657921,66.34020000000001,78.45454545454547,137.58413790905905,142.0,81.82628678073448,106.87246084337349,15.789184014014015,106.5635575460386,42.050200000000004,84.9199069286453,134.79999999999995,37.0,136.0,1.0,8.0,132.0,34.0
476,476.0,35.473118279569896,40.796165489404636,37.666999999999994,37.63636363636365,64.24331644520919,59.0,35.774744003524944,36.2537359437751,2.7437374874874867,46.577544415926276,24.1309,39.71291365046535,60.19999999999999,14.0,64.0,0.0,5.0,63.0,10.0
477,477.0,1.3440860215053763,9.197780020181634,8.828999999999999,7.000000000000001,10.34193671733104,7.0,6.724702045012714,1.5550100401606424,0.8021420920920922,7.472709288365037,7.5809999999999995,5.427249224405377,9.600000000000001,7.0,5.0,0.0,1.0,5.0,6.0
478,478.0,25.26881720430108,39.41473259334006,42.38700000000001,31.909090909090914,51.64272058120639,41.0,32.56293432601489,8.274622489959835,0.054459769769769545,38.33063697640972,30.445099999999996,32.12384953464323,47.399999999999984,20.0,39.0,1.0,9.0,37.0,14.0
479,479.0,27.849462365591396,29.119071644803224,35.835,23.454545454545453,44.131743300513016,49.0,22.731124496753203,10.958683734939758,0.06966036036035998,31.295491250034015,31.353000000000005,29.88422957600827,40.39999999999999,5.0,46.0,0.0,3.0,41.0,7.0
480,480.0,51.40860215053765,61.627648839556,74.182,45.45454545454545,85.81854825861133,61.0,50.50898626174007,15.637611546184736,0.13504178178178128,62.82920528745917,57.9875,52.90308514305412,78.99999999999999,14.0,84.0,1.0,12.0,75.0,12.0
481,481.0,3.6021505376344085,12.022199798183651,12.468199999999998,9.81818181818182,18.50613389414651,10.0,13.102048921780773,8.179447791164659,0.00968328328328307,14.781681812598297,6.777000000000001,12.428072216477078,16.600000000000005,8.0,14.0,0.0,4.0,13.0,5.0
482,482.0,0.05376344086021499,3.9404641775983853,2.9579999999999997,1.7272727272727273,4.829350285186248,5.0,3.771868835223363,1.2773092369477912,1.1116466466466468,3.8971061732601897,2.79,3.239318338503964,4.8,2.0,4.0,0.0,1.0,4.0,1.0
483,483.0,111.97849462365593,131.60847628657922,161.8959,112.72727272727272,205.07245961189176,142.0,123.57659990521498,43.66089124497991,3.0201956156156133,153.87979741432986,104.26850000000002,130.67349620820406,190.00000000000003,56.0,185.0,0.0,32.0,169.0,40.0
484,484.0,10.268817204301076,13.994954591321898,13.854000000000001,9.0,18.156422266832358,16.0,11.256047134103442,5.69745983935743,0.15570246246246233,13.061876813744947,11.41,10.246841606342638,16.6,6.0,15.0,0.0,2.0,16.0,3.0
485,485.0,30.860215053763444,32.67911200807265,42.969,30.545454545454547,48.119316190294114,43.0,26.638011622877272,4.061142369477909,1.809036496496496,35.690638062178046,32.942,28.762314719062395,45.39999999999999,7.0,49.0,1.0,5.0,47.0,5.0
486,486.0,2.505376344086022,9.96670030272452,10.443,6.181818181818182,14.098811458432909,9.0,8.249487793331943,1.9865863453815256,6.147167167167168,10.592767221603577,3.3036000000000003,8.25635125818683,13.600000000000001,5.0,12.0,0.0,2.0,13.0,2.0
487,487.0,17.021505376344088,27.043390514631685,26.145999999999997,20.27272727272727,34.91751903897014,22.0,22.67994179398761,8.381703815261043,0.16769230230230198,25.54582357265627,18.0592,20.667019993105825,32.199999999999996,8.0,32.0,1.0,2.0,32.0,7.0
488,488.0,6.537634408602151,19.377396569122098,16.444,17.363636363636367,28.444348851288915,33.0,16.586149251625127,20.098293172690763,0.386496206206206,22.70463449622733,22.318600000000004,18.218459152016546,28.000000000000004,6.0,30.0,0.0,2.0,31.0,3.0
489,489.0,17.03225806451613,36.96972754793138,35.732,26.545454545454543,50.756524232864926,41.0,28.555786928714305,17.91102108433735,0.0052950250250248234,35.90514627631648,25.7777,29.945617890382625,46.79999999999999,17.0,41.0,1.0,7.0,42.0,10.0
490,490.0,6.956989247311829,8.602421796165489,10.972999999999999,7.727272727272727,13.12286906924131,12.0,6.797943332827466,3.911556224899598,0.0002353253253252832,10.006800002985452,7.83,8.032687004481213,12.000000000000004,3.0,12.0,0.0,2.0,11.0,2.0
491,491.0,81.08602150537635,111.5893037336024,180.79700000000003,100.27272727272727,191.3050855558742,122.0,113.69483773220412,11.71894858433734,6.808391091091089,144.1361229781922,98.67699999999999,123.27325491209926,172.0,38.0,179.0,1.0,19.0,170.0,29.0
492,492.0,8.720430107526882,24.382441977800198,27.721,14.545454545454547,30.47715323582831,20.0,23.30687536609457,5.689869477911646,0.004913213213213142,23.126415164283536,16.2591,17.280855739400206,27.6,11.0,23.0,0.0,5.0,21.0,8.0
493,493.0,9.483870967741938,28.474268415741676,50.443,26.999999999999996,50.25040627091101,39.0,30.85746568684138,2.143872359437749,13.476985075075076,38.39630505532793,20.2341,34.22960186142709,45.19999999999999,11.0,47.0,0.0,7.0,44.0,7.0
494,494.0,10.139784946236562,14.875882946518667,9.5195,14.545454545454547,21.27310964534939,21.0,12.855172815450823,18.073092369477912,0.2734405005004999,15.962694905420225,8.3378,13.652744743192002,20.800000000000004,6.0,21.0,0.0,3.0,20.0,4.0
495,495.0,12.354838709677418,15.015136226034308,9.985,7.454545454545454,14.993228818149953,10.0,11.785080043415057,3.7602409638554213,0.0024128528528527303,11.02604110881389,8.462900000000001,9.694325232678386,14.400000000000002,2.0,16.0,0.0,3.0,15.0,0.0
496,496.0,10.172043010752688,11.787083753784055,13.548,8.545454545454547,16.63853041455565,17.0,9.53566825420511,5.527720883534137,0.015957927927927888,12.126825868462882,13.932,10.68224750086177,15.800000000000004,1.0,18.0,1.0,2.0,18.0,0.0
497,497.0,3.0967741935483875,16.542885973763873,15.389999999999999,10.636363636363637,19.896424815983174,9.0,11.54445510228029,8.460672690763053,3.0075257957957957,14.333212255742051,20.472,12.48791795932437,19.000000000000004,7.0,17.0,0.0,3.0,16.0,5.0
498,498.0,30.82795698924732,34.2008072653885,52.237,38.81818181818182,60.386562788770995,43.0,34.72818107145941,6.897493283132528,5.29659232232232,45.20920540913802,34.187599999999996,39.757643915891066,56.59999999999999,19.0,52.0,0.0,6.0,51.0,14.0
499,499.0,39.247311827957,54.029263370333,57.9335,34.9090909090909,73.92604276200491,67.0,41.239923632644356,21.391159638554214,0.38966118118118026,53.08639357635055,47.81040000000001,46.132325060324035,68.39999999999998,14.0,72.0,1.0,5.0,70.0,12.0
500,500.0,17.258064516129032,16.132189707366297,18.013,14.09090909090909,22.799684542586753,22.0,13.575335922947474,5.2324648594377505,2.1272497397397396,16.51914363184109,17.576,14.69410117200965,22.200000000000006,7.0,21.0,0.0,2.0,20.0,6.0
501,501.0,5.763440860215054,19.93440968718466,22.697,13.81818181818182,23.802584201637828,19.0,13.553065913167606,3.663905622489959,0.09228078078078046,16.413126769213584,19.924999999999997,12.86990261978628,21.800000000000004,6.0,21.0,0.0,0.0,20.0,7.0
502,502.0,24.31182795698925,31.232088799192734,30.830999999999996,21.27272727272727,44.16174361915687,39.0,25.773943085249964,15.405893574297187,0.15548831831831808,30.567303391311317,21.749100000000002,26.903033436745947,39.79999999999999,10.0,42.0,0.0,5.0,41.0,6.0
503,503.0,6.43010752688172,10.646821392532793,5.96023,8.636363636363635,16.735191026989135,15.0,11.777829263237331,16.52168674698795,19.777187187187188,15.086544056655113,5.9178,11.734806963116165,19.0,5.0,20.0,0.0,3.0,18.0,4.0
504,504.0,69.18279569892474,118.27850655903126,100.3261,81.36363636363637,127.47041391836342,85.0,85.61506946885697,30.660483935742967,3.1256693593593567,96.27809343433981,113.541,76.07256980351602,125.39999999999998,32.0,125.0,1.0,13.0,120.0,25.0
505,505.0,20.344086021505376,31.1614530776993,36.090999999999994,24.454545454545453,45.24208966637988,30.0,25.009026092349426,10.375445481927708,11.08394107107107,33.53366073637784,28.1823,27.056364184763872,42.19999999999998,16.0,38.0,0.0,3.0,35.0,16.0
506,506.0,31.516129032258068,51.161453077699285,54.748999999999995,32.99999999999999,62.25859541790141,40.0,37.78545636904112,15.492379518072289,0.15405674674674644,44.07074073434412,52.280699999999996,38.67512926577043,56.199999999999974,20.0,51.0,0.0,8.0,50.0,13.0
507,507.0,18.0,19.713420787083752,14.142000000000001,14.363636363636363,25.586814517413885,15.0,19.04541549227229,10.03121485943775,0.0033014414414411506,19.533016905382613,10.7059,15.294208893485004,25.8,5.0,27.0,0.0,0.0,27.0,5.0
508,508.0,10.483870967741936,18.701311806256307,15.967,13.363636363636362,22.138482617977886,16.0,15.647354936596408,4.322550200803212,0.04199699699699666,16.387945899291502,11.908,13.102163047225094,20.600000000000005,8.0,18.0,0.0,3.0,15.0,8.0
509,509.0,45.634408602150536,48.25731584258325,54.274,37.81818181818182,72.66164802600136,63.0,38.28009463571135,20.136037148594376,1.4811489989989985,52.452290581394365,34.2907,44.966748534987936,67.99999999999999,19.0,66.0,0.0,14.0,61.0,10.0
510,510.0,24.043010752688172,22.368314833501508,17.141000000000002,11.09090909090909,29.46423222763916,21.0,19.752635784519555,13.453644578313252,0.009213843843843503,21.716737390108023,10.580400000000001,18.23182523267839,29.000000000000007,6.0,30.0,0.0,3.0,30.0,3.0
511,511.0,18.010752688172044,20.373360242179615,16.759999999999994,18.36363636363636,25.865548226746967,16.0,19.48052465206262,8.637048192771086,0.6544499999999999,19.406697766716697,10.309499999999998,16.83302309548431,24.800000000000004,6.0,25.0,0.0,1.0,26.0,4.0
512,512.0,7.838709677419354,13.541876892028252,11.953899999999999,14.999999999999998,25.179906318707584,25.0,14.49967633767469,19.4549297188755,3.226785235235235,20.361355761519228,9.3847,16.597225094794897,25.2,6.0,27.0,0.0,1.0,24.0,8.0
513,513.0,16.763440860215052,32.199798183652874,32.877,21.90909090909091,40.05283115062296,25.0,25.38463004227513,7.523554216867468,0.15858769769769746,28.419138812788542,21.363099999999996,24.76818338503964,36.79999999999998,4.0,42.0,0.0,4.0,40.0,2.0
514,514.0,10.150537634408602,17.226034308779013,18.584000000000003,14.18181818181818,25.60872128222286,14.0,14.473150027033489,10.343788152610442,4.075482762762763,19.030605860444677,15.359,15.786974319200278,23.600000000000005,8.0,23.0,0.0,5.0,22.0,4.0
515,515.0,14.75268817204301,21.653884964682135,27.859,16.454545454545453,30.60373450594271,16.0,20.104836968833602,2.7317922690763035,0.09932953953953902,23.425236110453824,17.473399999999998,19.04289038262668,28.200000000000006,8.0,28.0,0.0,4.0,27.0,5.0
516,516.0,76.7956989247312,133.51261352169524,118.267,91.0,154.3174967339005,99.0,102.25499888129221,34.24009638554216,1.8060923523523509,114.04994676969397,114.0822,94.66274129610478,148.0,41.0,146.0,0.0,17.0,142.0,28.0
517,517.0,9.913978494623656,30.41574167507568,33.87,23.72727272727273,38.16419717681547,24.0,25.451509324178627,2.524667670682729,8.186621161161161,27.460554532360835,16.5738,23.946617545673906,35.19999999999999,11.0,33.0,0.0,7.0,32.0,5.0
518,518.0,4.602150537634408,6.2270433905146305,7.742,8.818181818181818,11.622502628811775,11.0,5.997456967167868,2.6725200803212847,0.000531401401401321,8.061495440508153,3.5249999999999995,8.063232506032403,10.200000000000001,3.0,11.0,0.0,0.0,11.0,3.0
519,519.0,12.17204301075269,33.5590312815338,28.043000000000003,25.27272727272727,45.331851639422624,20.0,29.989935922932307,15.158874497991969,2.9064827427427415,33.87725028181759,17.6496,26.714331265081007,43.79999999999998,11.0,44.0,0.0,2.0,43.0,10.0
520,520.0,13.462365591397848,15.133198789101915,9.8973,9.818181818181818,22.756173724627985,21.0,13.784831044280077,16.59578313253012,3.111323823823824,17.427055229906056,7.316900000000001,14.562004481213375,22.200000000000006,5.0,23.0,1.0,4.0,22.0,3.0
521,521.0,51.215053763440864,73.2946518668012,76.65499999999999,64.9090909090909,107.79807539113533,82.0,64.38499670311565,33.88657981927711,0.6335007007007001,78.54407198163014,53.858399999999996,66.3447259565667,99.8,18.0,108.0,1.0,11.0,105.0,11.0
522,522.0,10.849462365591398,13.765893037336024,16.655,8.545454545454547,18.63555109454163,13.0,10.606126781221032,1.0294109437750996,1.4680519319319316,12.877036127288827,10.9506,10.99357980006894,16.800000000000004,3.0,18.0,0.0,2.0,16.0,3.0
523,523.0,59.602150537634415,113.55600403632695,106.564,72.0,130.87783194723258,91.0,107.47843988677995,16.709240160642565,0.033989489489488975,100.74730040105729,75.1841,76.22053602206135,120.6,41.0,111.0,0.0,19.0,108.0,25.0
524,524.0,13.655913978494624,23.729162462159433,49.884,29.818181818181813,54.80003505082369,50.0,31.080233294661166,9.822108363453815,18.90190109109109,42.02096537683835,27.332100000000004,34.91133229920717,49.99999999999999,19.0,45.0,0.0,2.0,47.0,15.0
525,525.0,30.129032258064512,86.74974772956608,76.459,81.0,112.69179173437848,126.0,68.16671550550788,48.75420682730924,0.5382031331331321,86.95489873704055,108.084,81.29482506032403,107.79999999999998,28.0,110.0,1.0,16.0,103.0,20.0
526,526.0,63.053763440860216,90.26740665993947,90.98500000000003,62.81818181818181,110.11687856482808,74.0,73.875217576345,14.592245381526098,1.4259091291291284,81.79775480161469,71.941,65.78437607721474,101.6,25.0,102.0,0.0,11.0,102.0,14.0
527,527.0,21.7741935483871,24.150353178607467,25.63,22.636363636363633,38.277984896281424,38.0,21.92674231218821,18.835456827309237,5.892513083083083,31.689918767963135,25.2042,24.656704584625988,37.599999999999994,7.0,42.0,0.0,2.0,41.0,6.0
528,528.0,66.04301075268818,103.90615539858727,77.0538,64.81818181818181,112.75290762514737,72.0,90.04108350927245,32.43542369477912,0.42015776776776675,85.3912330537951,60.887100000000004,72.54295070665287,108.99999999999999,32.0,103.0,1.0,12.0,104.0,20.0
529,529.0,15.27956989247312,23.08476286579213,22.448999999999998,15.909090909090908,29.758467960360708,28.0,17.588545023921768,10.292399598393574,0.11622652652652607,22.664381179231572,22.598,18.194532057911065,28.800000000000004,6.0,29.0,1.0,1.0,27.0,8.0
530,530.0,20.408602150537632,31.231079717457114,41.422999999999995,22.818181818181813,45.29343912309212,22.0,26.392555751474937,2.138941395582327,4.708951971971971,32.7867596176074,20.989099999999997,28.82356084108928,40.599999999999994,10.0,41.0,0.0,2.0,41.0,8.0
531,531.0,3.2473118279569895,4.358224016145308,4.878,2.8181818181818183,5.128572794187936,5.0,3.1578633679676904,0.32185742971887527,0.007770260260260198,3.814002627941126,4.145,2.657316442605998,4.8,3.0,3.0,0.0,2.0,2.0,2.0
532,532.0,33.27956989247312,72.39757820383451,59.37049999999999,64.54545454545455,113.58686231399165,102.0,64.38949778607146,84.52108433734941,29.979435255255254,85.57164998115752,35.375,72.70847121682178,112.6,38.0,106.0,1.0,15.0,101.0,29.0
533,533.0,17.52688172043011,17.16145307769929,27.711,15.090909090909093,30.20558901315999,25.0,15.725709295239849,2.0389187751004,0.019351221221221113,20.47368870855052,15.212,19.920010341261634,26.800000000000004,7.0,27.0,0.0,3.0,27.0,4.0
534,534.0,1.6666666666666665,4.440968718466195,0.53861,7.363636363636364,6.12016059650129,6.0,6.074554546669114,12.920682730923694,11.904904904904908,7.222955716428884,1.6895,5.109457945536021,8.6,2.0,11.0,0.0,1.0,11.0,1.0
535,535.0,13.720430107526882,22.47628657921292,27.885,23.363636363636363,38.28319472325782,16.0,20.57791471365876,18.58338453815261,0.520697377377377,31.32630841620983,15.021,22.59235177524991,34.79999999999999,12.0,32.0,1.0,7.0,32.0,6.0
536,536.0,10.290322580645162,14.660948536831484,13.762,11.18181818181818,20.884427874964153,20.0,11.237074555713596,8.057951807228916,0.35574372372372337,14.647019307359693,11.186,12.642644777662875,19.800000000000004,4.0,19.0,2.0,2.0,18.0,5.0
537,537.0,10.774193548387098,26.814328960645813,21.656,17.272727272727273,30.01923015645413,21.0,20.609765085165513,6.659757028112449,0.03260827827827797,20.957189679647964,25.611,16.817377628404,28.800000000000004,5.0,31.0,0.0,0.0,32.0,4.0
538,538.0,5.591397849462365,16.247225025227046,17.231,11.909090909090908,23.875649236847973,15.0,15.45198721963117,7.02601204819277,0.013204474474474237,16.628103614857746,13.113399999999999,14.878748707342295,22.400000000000006,3.0,25.0,0.0,2.0,23.0,3.0
539,539.0,3.537634408602151,17.032290615539857,21.669999999999998,13.545454545454547,23.917582767740495,18.0,13.1099168043795,2.422319377510039,3.136918608608608,18.29127135102241,15.152000000000001,14.939546708031715,22.200000000000006,10.0,18.0,0.0,4.0,16.0,8.0
540,540.0,21.27956989247312,38.51967709384459,41.010999999999996,24.727272727272727,45.317321479782045,24.0,28.734425103007403,8.255451807228914,0.42900093093093034,33.89657339610005,35.248,25.199060668734912,41.79999999999998,8.0,44.0,0.0,5.0,41.0,6.0
541,541.0,12.870967741935486,21.492431886982843,23.937,15.545454545454545,28.31343402479049,24.0,18.001563246887105,5.821189357429718,0.2127106706706706,21.27648436113364,20.948000000000004,18.35657100999655,26.200000000000003,6.0,27.0,0.0,3.0,25.0,5.0
542,542.0,35.56989247311829,52.914228052472254,44.714999999999996,25.272727272727266,58.45540579294522,41.0,42.6405147489605,6.02101004016064,2.226410980980981,42.45128485434399,37.7241,35.87727076870045,54.79999999999998,15.0,52.0,1.0,3.0,53.0,12.0
543,543.0,42.01075268817205,47.02018163471242,57.97599999999999,39.54545454545455,70.00583118248733,63.0,40.94259318473753,19.277919979919677,4.759607767767766,56.23718308265066,52.5472,44.91517580144778,68.99999999999997,13.0,74.0,0.0,5.0,71.0,11.0
